"","Master.Incident.Number","Response.Date","Response.Type","Location.Name","Responding.Unit","Location.Address"
"822","121316-0401",2016-12-13 10:40:00,"FIRE","Gaineswood Condos","Q8","1717 Nw 23rd Av
(29.673018, -82.345828)"
"823","121316-0398",2016-12-13 10:38:00,"EMS","Brandywine Apartments","E2","2811 Sw Archer Rd
(29.629412, -82.365324)"
"824","121316-0335",2016-12-13 09:40:00,"EMS","GFR Station 1","E1","427 S Main St
(29.647532, -82.324641)"
"825","121316-0320",2016-12-13 09:27:00,"EMS","","E4","415 Nw 50th Blvd
(29.656088, -82.396074)"
"826","121316-0318",2016-12-13 09:25:00,"EMS","DOJ Dept of the Jail","E3","3333 Ne 39th Av
(29.679163, -82.27795)"
"827","121316-0242",2016-12-13 08:15:00,"FIRE","","E4","Nw 16th Blvd / Nw 43rd St
(29.674089, -82.388977)"
"828","121316-0190",2016-12-13 07:26:00,"FIRE","STARBUCKS","E4","6645 W Newberry Rd
(29.659634, -82.413155)"
"829","121316-0187",2016-12-13 07:24:00,"EMS","","E7","6415 Nw 36th Ter
(29.713568, -82.376733)"
"830","121316-0136",2016-12-13 05:20:00,"EMS","Pine Meadows Apartments","E3","2626 E University Av
(29.652578, -82.290934)"
"831","121316-0129",2016-12-13 04:48:00,"EMS","Georgetown Apartments","E5","1324 Nw 16th Av
(29.66695, -82.340606)"
"832","121316-0093",2016-12-13 02:45:00,"EMS","Relish (wua)","E1","1702 W University Av
(29.652483, -82.345095)"
"833","121316-0077",2016-12-13 02:01:00,"EMS","Balls","SQ1","1716 W University Av
(29.652068, -82.344969)"
"834","121316-0039",2016-12-13 01:03:00,"EMS","","E3","101 Se 26th St
(29.650907, -82.290339)"
"835","121316-0020",2016-12-13 00:37:00,"EMS","","E5","1235 Nw 33rd Pl
(29.683595, -82.337979)"
"836","121216-1051",2016-12-12 23:41:00,"EMS","Brookwood Terrace Apartments","E5","2601 Nw 23rd Blvd
(29.67687, -82.347192)"
"837","121216-1027",2016-12-12 22:42:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"838","121216-1013",2016-12-12 22:17:00,"SVC","Americas Best Value Inn","E2","1900 Sw 13th St
(29.634233, -82.339868)"
"839","121216-1007",2016-12-12 22:08:00,"EMS","","E7","5704 Nw 45th Dr
(29.706353, -82.392517)"
"840","121216-1005",2016-12-12 22:06:00,"EMS","","E3","1116 Ne 14th Av
(29.664862, -82.310829)"
"841","121216-0994",2016-12-12 21:51:00,"EMS","","E5","3803 Ne 13th St
(29.687356, -82.309267)"
"842","121216-0930",2016-12-12 19:58:00,"FIRE","","E5","3100 N MAIN ST
(29.681382, -82.319369)"
"843","121216-0910",2016-12-12 19:40:00,"EMS","Ironwood Golf Course","E3","2100 Ne 39th Av
(29.689439, -82.296745)"
"844","121216-0843",2016-12-12 18:03:00,"EMS","Care Spot Express - HCF","E7","3925 Nw 43rd St
(29.689106, -82.388475)"
"845","121216-0839",2016-12-12 18:00:00,"FIRE","","Q8","Nw 13th St / Nw 74th Pl
(29.721681, -82.365334)"
"846","121216-0809",2016-12-12 17:37:00,"EMS","Parkland Rehab -HCF","SQ1","1000 Sw 16th Av
(29.637132, -82.33607)"
"847","121216-0807",2016-12-12 17:36:00,"EMS","Park Meadows -HCF","E2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"848","121216-0803",2016-12-12 17:33:00,"EMS","","TW2","2622 Sw 31st Pl
(29.622778, -82.361807)"
"849","121216-0788",2016-12-12 17:18:00,"EMS","","E3","2507 Ne 52nd St
(29.675189, -82.261631)"
"850","121216-0778",2016-12-12 17:10:00,"FIRE","","Q1","1400 13TH ST NW
(29.665126, -82.339161)"
"851","121216-0766",2016-12-12 16:52:00,"EMS","","E5","4101 Nw 21st St
(29.69117, -82.35123)"
"852","121216-0750",2016-12-12 16:30:00,"EMS","","Q8","2512 Nw 58th Av
(29.708203, -82.359799)"
"853","121216-0742",2016-12-12 16:20:00,"EMS","","E3","103 Ne 18th Ter
(29.652981, -82.300926)"
"854","121216-0621",2016-12-12 14:05:00,"EMS","Tacachale Health Clinic - HCF","E3","1950 23RD ST NE
(29.669776, -82.295126)"
"855","121216-0590",2016-12-12 13:38:00,"EMS","Tropic Express Car Wash","E2","3010 Sw Archer Rd
(29.630026, -82.367858)"
"856","121216-0564",2016-12-12 13:16:00,"EMS","Village Green Apartments","E3","3101 Ne 15th St
(29.682637, -82.3051)"
"857","121216-0549",2016-12-12 13:03:00,"EMS","","E5","1679 Nw 19th Cir
(29.671527, -82.343553)"
"858","121216-0524",2016-12-12 12:34:00,"FIRE","","Q1","827 Nw 4th Pl
(29.654951, -82.333839)"
"859","121216-0495",2016-12-12 12:05:00,"ALM","","E1","1005 Nw 7th Av
(29.657423, -82.335131)"
"860","121216-0449",2016-12-12 11:27:00,"EMS","","E7","3948 Nw 23rd Cir
(29.675575, -82.383178)"
"861","121216-0430",2016-12-12 11:10:00,"EMS","Pine Meadows Apartments","SQ2","2626 E University Av
(29.652578, -82.290934)"
"862","121216-0421",2016-12-12 11:05:00,"EMS","Millhopper Pines Apartments","Q8","1925 Nw 43rd St
(29.670978, -82.388536)"
"863","121216-0422",2016-12-12 11:05:00,"ALM","Nana's Loving Arms Daycare (Ste 17)","E2","5000 34TH BLVD NW
(29.70097, -82.371334)"
"864","121216-0419",2016-12-12 11:04:00,"EMS","","TW2","Sw 20th Av / Sw 34th St
(29.634253, -82.372488)"
"865","121216-0416",2016-12-12 11:01:00,"EMS","","E4","900 Nw 39th St
(29.660778, -82.382074)"
"866","121216-0413",2016-12-12 10:59:00,"EMS","DOJ Dept of the Jail","E3","3333 Ne 39th Av
(29.679163, -82.27795)"
"867","121216-0406",2016-12-12 10:55:00,"EMS","Regency Oaks Apartments","TW2","3230 Sw Archer Rd
(29.629475, -82.371826)"
"868","121216-0394",2016-12-12 10:47:00,"EMS","Library Downtown Branch","SQ1","401 E University Av
(29.651442, -82.321547)"
"869","121216-0366",2016-12-12 10:12:00,"EMS","Millhopper Pines Apartments","E4","1925 Nw 43rd St
(29.670978, -82.388536)"
"870","121216-0356",2016-12-12 10:06:00,"EMS","","Q1","925 Se 2nd Av
(29.650077, -82.314231)"
"871","121216-0343",2016-12-12 09:57:00,"EMS","Stephen Foster Elementary","Q8","3800 Nw 6th St
(29.687231, -82.331752)"
"872","121216-0338",2016-12-12 09:54:00,"ALM","Fearnside Center","Q1","3600 Ne 15th St
(29.68595, -82.307181)"
"873","121216-0335",2016-12-12 09:53:00,"FIRE","","TW2","Sw 20th Av / Sw 34th St
(29.634253, -82.372488)"
"874","121216-0294",2016-12-12 09:13:00,"EMS","St Francis House","SQ1","413 S Main St
(29.648078, -82.32461)"
"875","121216-0254",2016-12-12 08:37:00,"EMS","Family Practice Associates","E4","4410 Newberry Rd
(29.65659, -82.390875)"
"876","121216-0230",2016-12-12 08:13:00,"FIRE","","TW2","4035 Sw 20th Av
(29.634104, -82.384815)"
"877","121216-0223",2016-12-12 08:06:00,"EMS","","E3","839 Ne 20th St
(29.660254, -82.298881)"
"878","121216-0212",2016-12-12 07:55:00,"ALM","Gainesville Health and Fitness Center Main","E4","4820 Newberry Rd
(29.657941, -82.393766)"
"879","121216-0184",2016-12-12 07:29:00,"EMS","Ridgemar Commons Apartments","E2","3611 Sw 34th St
(29.620814, -82.370566)"
"880","121216-0161",2016-12-12 06:56:00,"EMS","","SQ1","1134 Ne 24th St
(29.662979, -82.29388)"
"881","121216-0150",2016-12-12 06:42:00,"EMS","Signature Healthcare -HCF","SQ2","4000 Sw 20th Av
(29.634982, -82.383394)"
"882","121216-0147",2016-12-12 06:39:00,"EMS","","E4","933 Nw 36th Ter
(29.661604, -82.376777)"
"883","121216-0113",2016-12-12 04:52:00,"EMS","","E5","4145 Nw 10th St
(29.691521, -82.334819)"
"884","121216-0100",2016-12-12 04:13:00,"EMS","Infinity Hall","TW2","978 Sw 2nd Av
(29.650384, -82.33481)"
"885","121216-0095",2016-12-12 04:00:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"886","121216-0084",2016-12-12 03:21:00,"EMS","Capstone Quarters Condominiums","E2","2905 ARCHER RD SW
(29.629445, -82.366609)"
"887","121216-0054",2016-12-12 01:56:00,"EMS","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"888","121216-0045",2016-12-12 01:25:00,"EMS","Madison Pointe Apt L104","E5","2701 Nw 23rd Blvd
(29.681676, -82.346299)"
"889","121216-0011",2016-12-12 00:19:00,"EMS","","SQ1","1309 Nw 6th St
(29.663874, -82.330034)"
"890","121216-0005",2016-12-12 00:06:00,"ALM","Social 28","E1","311 Sw 13th St
(29.649067, -82.339131)"
"891","121116-0754",2016-12-11 23:47:00,"EMS","","E4","600 Nw 54th Ter
(29.657871, -82.401206)"
"892","121116-0732",2016-12-11 23:06:00,"EMS","","SQ1","1309 Nw 6th St
(29.663874, -82.330034)"
"893","121116-0694",2016-12-11 21:32:00,"EMS","The Social at Midtown","SQ1","1728 W University Av
(29.652278, -82.345588)"
"894","121116-0676",2016-12-11 21:01:00,"EMS","Little Pines Apartments","E5","710 Nw 16th Av
(29.666824, -82.332141)"
"895","121116-0671",2016-12-11 20:44:00,"FIRE","","E4","2486 Museum Rd
(29.64497, -82.35982)"
"896","121116-0654",2016-12-11 20:21:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"897","121116-0631",2016-12-11 19:45:00,"FIRE","Forest Green Apartments","SQ1","3501 Ne 15th St
(29.683956, -82.305108)"
"898","121116-0626",2016-12-11 19:33:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"899","121116-0548",2016-12-11 17:38:00,"EMS","Pointe 23 Apartments","E5","740 Ne 23rd Av
(29.674047, -82.317391)"
"900","121116-0523",2016-12-11 17:06:00,"EMS","RTS Rosa Parks Transfer Station","E1","700 Se 3rd St
(29.646044, -82.322666)"
"901","121116-0489",2016-12-11 16:05:00,"EMS","Grace Marketplace","SQ2","3055 Ne 28th Dr
(29.679606, -82.286588)"
"902","121116-0445",2016-12-11 15:04:00,"EMS","Whitney MHP","E7","8401 Nw 13th St
(29.733262, -82.376951)"
"903","121116-0442",2016-12-11 15:02:00,"EMS","Brookdale (frmr Emeritus)","SQ2","1001 Sw 62nd Blvd
(29.642145, -82.397365)"
"904","121116-0431",2016-12-11 14:49:00,"EMS","Oak Hammock IL 5200-3222 SW 25th Blvd","TW2","5200 Sw 25th Blvd
(29.604763, -82.359796)"
"905","121116-0427",2016-12-11 14:45:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"906","121116-0426",2016-12-11 14:42:00,"EMS","Knights Inn (NW 13 ST)","E5","2820 Nw 13th St
(29.678028, -82.339815)"
"907","121116-0369",2016-12-11 13:23:00,"ALM","","E1","1406 Se 1st St
(29.633102, -82.321895)"
"908","121116-0365",2016-12-11 13:18:00,"EMS","Lewis Place Apartments","E5","4121 Ne 15th St
(29.691091, -82.305323)"
"909","121116-0335",2016-12-11 12:31:00,"EMS","","E5","19 Ne 39th Pl
(29.688733, -82.324046)"
"910","121116-0327",2016-12-11 12:08:00,"EMS","Broward Hall","E2","680 Broward Dr
(29.645993, -82.34199)"
"911","121116-0305",2016-12-11 11:41:00,"FIRE","Walmart Super Center (23rd St)","E5","5700 Nw 23rd St
(29.708353, -82.356295)"
"912","121116-0303",2016-12-11 11:40:00,"EMS","","SQ1","1936 Nw 34th Av
(29.684259, -82.348517)"
"913","121116-0301",2016-12-11 11:38:00,"EMS","","E3","815 Ne 24th St
(29.659856, -82.293475)"
"914","121116-0283",2016-12-11 11:19:00,"EMS","","E7","5727 Nw 34th St
(29.707507, -82.371878)"
"915","121116-0278",2016-12-11 11:12:00,"EMS","Atrium at Gville","Q8","2431 Nw 41st St
(29.675146, -82.38446)"
"916","121116-0258",2016-12-11 10:32:00,"EMS","","Q8","3234 Nw 29th Ter
(29.683163, -82.367018)"
"917","121116-0249",2016-12-11 10:10:00,"EMS","Oconnell Center","E2","250 GALE LEMERAND DR
(29.649932, -82.350208)"
"918","121116-0228",2016-12-11 09:24:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"919","121116-0221",2016-12-11 09:01:00,"EMS","Lewis Place Apartments","E5","4121 Ne 15th St
(29.691091, -82.305323)"
"920","121116-0181",2016-12-11 07:58:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"921","121116-0152",2016-12-11 06:25:00,"EMS","Greyhound Bus Station","SQ1","101 Ne 23rd Av
(29.673656, -82.32338)"
"922","121116-0151",2016-12-11 06:12:00,"EMS","","E5","3120 Nw 9th St
(29.681494, -82.333774)"
"923","121116-0143",2016-12-11 05:44:00,"EMS","GPD Gainesville Police Department","SQ1","545 8TH AV NW
(29.659227, -82.330312)"
"924","121116-0105",2016-12-11 03:33:00,"EMS","Sun Center East","SQ1","101 Se 2nd Pl
(29.649442, -82.323497)"
"925","121116-0076",2016-12-11 02:12:00,"FIRE","Varsity House Apartments (1720 sw 37)","DC1","1720 Sw 37th St
(29.63621, -82.378871)"
"926","121116-0066",2016-12-11 01:43:00,"EMS","Atrium Apt","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"927","121116-0048",2016-12-11 01:15:00,"EMS","Broward Hall","E2","680 Broward Dr
(29.645993, -82.34199)"
"928","121116-0045",2016-12-11 01:10:00,"FIRE","","TW2","Ne 8th Av / Ne 15th Ter
(29.659236, -82.304651)"
"929","121116-0033",2016-12-11 00:54:00,"EMS","Atlantic","E1","15 N Main St
(29.652323, -82.324854)"
"930","121016-0851",2016-12-10 23:52:00,"FIRE","","E5","1322 Ne 32nd Av
(29.683178, -82.308807)"
"931","121016-0843",2016-12-10 23:40:00,"ALM","","E3","540 Se 17th Ter
(29.646544, -82.302953)"
"932","121016-0825",2016-12-10 23:16:00,"EMS","","SQ1","728 Nw 9th Av
(29.660593, -82.332745)"
"933","121016-0820",2016-12-10 23:06:00,"EMS","McDonalds (13th)","E5","2880 Nw 13th St
(29.679327, -82.339536)"
"934","121016-0764",2016-12-10 21:51:00,"EMS","Spanish Trace Apartments","E2","3500 Windmeadows Blvd
(29.628928, -82.374501)"
"935","121016-0735",2016-12-10 21:18:00,"EMS","","Q8","3229 Nw 41st Av
(29.690804, -82.370492)"
"936","121016-0720",2016-12-10 21:05:00,"ALM","Sunshine Park Apartments","Q1","1901 Nw 2nd St
(29.669356, -82.325703)"
"937","121016-0702",2016-12-10 20:44:00,"EMS","","E5","1622 Ne 40th Pl
(29.690879, -82.303474)"
"938","121016-0691",2016-12-10 20:31:00,"EMS","","SQ1","1309 Nw 6th St
(29.663874, -82.330034)"
"939","121016-0688",2016-12-10 20:26:00,"FIRE","WUA","E1","1002 W University Av
(29.652056, -82.33504)"
"940","121016-0654",2016-12-10 19:46:00,"EMS","","E5","624 Nw 19th Av
(29.669583, -82.33168)"
"941","121016-0592",2016-12-10 18:39:00,"FIRE","","E1","Nw 17th St / W University Av
(29.652067, -82.344733)"
"942","121016-0579",2016-12-10 18:27:00,"EMS","GFR Station 5","E5","1244 Nw 30th Av
(29.680341, -82.338529)"
"943","121016-0555",2016-12-10 17:58:00,"ALM","CULVER'S","TW2","4036 Sw 30th Pl
(29.625881, -82.384269)"
"944","121016-0529",2016-12-10 17:07:00,"EMS","","Q8","2421 Nw 57th Pl
(29.707247, -82.35875)"
"945","121016-0516",2016-12-10 16:50:00,"EMS","","SQ1","Ne 8th Av / Ne 15th Ter
(29.659236, -82.304651)"
"946","121016-0511",2016-12-10 16:47:00,"SVC","Save a lot (SEHR)","E3","2302 Se Hawthorne Rd
(29.646872, -82.294412)"
"947","121016-0508",2016-12-10 16:39:00,"EMS","","E4","400 Sw 34th St
(29.648576, -82.372424)"
"948","121016-0466",2016-12-10 15:46:00,"EMS","","E5","Nw 13th St / Nw 39th Av
(29.688501, -82.339012)"
"949","121016-0459",2016-12-10 15:37:00,"ALM","Hunters Crossing Apartments","Q8","4830 Nw 43rd St
(29.699235, -82.390421)"
"950","121016-0453",2016-12-10 15:30:00,"EMS","St Francis House","SQ1","413 S Main St
(29.648078, -82.32461)"
"951","121016-0439",2016-12-10 15:09:00,"EMS","Sunrise Villas","TW2","3010 Sw 23rd Ter
(29.624428, -82.356938)"
"952","121016-0425",2016-12-10 14:48:00,"EMS","University Terrace Apartments","E2","3921 Sw 34th St
(29.617029, -82.371724)"
"953","121016-0384",2016-12-10 13:33:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"954","121016-0382",2016-12-10 13:29:00,"FIRE","","E5","3000 N MAIN ST
(29.680525, -82.32019)"
"955","121016-0369",2016-12-10 13:03:00,"EMS","Ridgewood S/D","E4","1501 Nw 28th St
(29.665728, -82.364616)"
"956","121016-0364",2016-12-10 12:59:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"957","121016-0359",2016-12-10 12:51:00,"ALM","Womens Center North FL Regional Med Ctr","E7","6440 W Newberry Rd
(29.659613, -82.410908)"
"958","121016-0351",2016-12-10 12:38:00,"EMS","Mt Pleasant Methodist Church","SQ1","630 Nw 2nd St
(29.657709, -82.326773)"
"959","121016-0344",2016-12-10 12:30:00,"EMS","Publix, 16th Blvd","E4","4115 Nw 16th Blvd
(29.672143, -82.387191)"
"960","121016-0343",2016-12-10 12:29:00,"EMS","Village Crossing Apartments","E3","501 Se 18th St
(29.647885, -82.301542)"
"961","121016-0318",2016-12-10 11:55:00,"EMS","","E2","Sw Archer Rd / Sw 40th Blvd
(29.618692, -82.383472)"
"962","121016-0280",2016-12-10 11:00:00,"EMS","Petsmart Millhopper","E4","4119 Nw 16th Blvd
(29.672148, -82.387808)"
"963","121016-0265",2016-12-10 10:42:00,"FIRE","","TW2","Sw 16th Av / Sw 13th St
(29.636457, -82.339354)"
"964","121016-0262",2016-12-10 10:37:00,"EMS","VA Honor Center","E3","1604 Se 3rd Av
(29.64947, -82.304048)"
"965","121016-0230",2016-12-10 09:46:00,"EMS","","E1","Ne Waldo Rd / Ne 8th Av
(29.659276, -82.30656)"
"966","121016-0226",2016-12-10 09:38:00,"EMS","","E3","1520 Ne 6th Av
(29.656968, -82.3052)"
"967","121016-0181",2016-12-10 08:16:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"968","121016-0177",2016-12-10 08:06:00,"EMS","Oak Park High Rise (506)","E3","100 8TH AV NE
(29.659622, -82.324003)"
"969","121016-0176",2016-12-10 08:04:00,"EMS","UPD-University Police Dept","E2","1555 Museum Rd
(29.644836, -82.342842)"
"970","121016-0162",2016-12-10 07:12:00,"ALM","","Q8","530 Nw 23rd St
(29.656556, -82.356954)"
"971","121016-0152",2016-12-10 06:45:00,"ALM","HISTORIC DEPOT BLD","TW2","201 Se Depot Av
(29.644981, -82.323122)"
"972","121016-0147",2016-12-10 06:32:00,"EMS","","Q8","1698 16TH AV NE
(29.666907, -82.302567)"
"973","121016-0142",2016-12-10 06:20:00,"FIRE","Chilled Water Plant #1","E2","449 Gale Lemerand Dr
(29.648162, -82.349767)"
"974","121016-0117",2016-12-10 04:37:00,"FIRE","","Q8","537 35TH ST NW
(29.656273, -82.374632)"
"975","121016-0115",2016-12-10 04:37:00,"ALM","Gainesville Place Apartments","TW2","2800 Sw 35th Pl
(29.62, -82.364459)"
"976","121016-0111",2016-12-10 04:28:00,"FIRE","Archstone Apartments","Q1","1116 Sw 1st Av
(29.651295, -82.336495)"
"977","121016-0094",2016-12-10 03:50:00,"EMS","","E4","16TH BLVD / 41ST ST NW
NW
(29.672961, -82.386438)"
"978","121016-0083",2016-12-10 03:21:00,"EMS","Fat Daddys","SQ1","1702 W University Av
(29.652483, -82.345095)"
"979","121016-0046",2016-12-10 01:48:00,"EMS","St Francis House","SQ1","413 S Main St
(29.648078, -82.32461)"
"980","121016-0043",2016-12-10 01:46:00,"FIRE","Laurel Vue Apartments","E1","1130 Sw 5th Av
(29.647821, -82.336902)"
"981","121016-0037",2016-12-10 01:31:00,"EMS","Reid Hall","E2","1316 Museum Rd
(29.644872, -82.339528)"
"982","121016-0031",2016-12-10 01:17:00,"EMS","Fletcher Hall","SQ1","72 Buckman Dr
(29.651414, -82.344727)"
"983","121016-0017",2016-12-10 00:48:00,"ALM","","Q1","204 Sw 3rd Av
(29.649061, -82.326785)"
"984","120916-1021",2016-12-09 22:24:00,"FIRE","Hooks Fish and Chicken","Q1","1340 E University Av
(29.652355, -82.307607)"
"985","120916-0963",2016-12-09 20:41:00,"EMS","Enclave Apartments","E2","3000 Sw 35th Pl
(29.620981, -82.368569)"
"986","120916-0946",2016-12-09 20:18:00,"EMS","Target","SQ2","3970 Sw Archer Rd
(29.621083, -82.38409)"
"987","120916-0943",2016-12-09 20:17:00,"EMS","Dogwood Cottage","E3","2531 Ne 23rd Pl
(29.672807, -82.292387)"
"988","120916-0867",2016-12-09 18:53:00,"FIRE","Tire Outlet","E1","1320 N MAIN ST
(29.664453, -82.324822)"
"989","120916-0864",2016-12-09 18:46:00,"FIRE","Lewis Place Apartments","E5","4121 Ne 15th St
(29.691091, -82.305323)"
"990","120916-0858",2016-12-09 18:44:00,"FIRE","Chase Hollow Condominiums","E4","2960 35TH PL SW
(29.621127, -82.366424)"
"991","120916-0847",2016-12-09 18:28:00,"FIRE","","SQ2","4945 19TH PL SW
(29.634454, -82.39628)"
"992","120916-0838",2016-12-09 18:19:00,"FIRE","","E1","1023 Sw 1st Av
(29.650995, -82.335864)"
"993","120916-0812",2016-12-09 17:57:00,"EMS","","E3","1923 Ne 17th Way
(29.669417, -82.300328)"
"994","120916-0803",2016-12-09 17:51:00,"FIRE","","Q8","Nw 22nd St / Nw 13th St
(29.711771, -82.353729)"
"995","120916-0796",2016-12-09 17:42:00,"EMS","","E5","4500 6TH ST NW
(29.695974, -82.335697)"
"996","120916-0785",2016-12-09 17:29:00,"EMS","","SQ1","2300 WALDO RD NE
(29.673818, -82.296838)"
"997","120916-0755",2016-12-09 17:00:00,"EMS","","E5","4615 Nw 6th St
(29.69978, -82.333647)"
"998","120916-0752",2016-12-09 16:57:00,"EMS","Walmart (42nd St)","SQ2","2900 Sw 42nd St
(29.627726, -82.388027)"
"999","120916-0741",2016-12-09 16:48:00,"EMS","Woodland Park Apartments","SQ1","1900 Se 4th St
(29.632092, -82.318584)"
"1000","120916-0700",2016-12-09 16:05:00,"FIRE","","E5","Ne 39th Av / Ne 2nd St
(29.688457, -82.322434)"
"1001","120916-0655",2016-12-09 15:20:00,"EMS","","E3","1314 Ne 4th Av
(29.654959, -82.307962)"
"1002","120916-0640",2016-12-09 15:09:00,"FIRE","Applebees Bar & Grill","E5","1005 Nw 13th St
(29.661425, -82.338833)"
"1003","120916-0610",2016-12-09 14:37:00,"EMS","","E4","2005 Nw 26th St
(29.670824, -82.361297)"
"1004","120916-0566",2016-12-09 14:00:00,"EMS","","E1","2425 Nw 4th Ter
(29.6753, -82.329006)"
"1005","120916-0565",2016-12-09 13:58:00,"EMS","BPL Plasma","SQ1","150 Nw 6th St
(29.653463, -82.331247)"
"1006","120916-0564",2016-12-09 13:57:00,"EMS","","E5","2025 Nw 20th Ln
(29.66992, -82.348966)"
"1007","120916-0528",2016-12-09 13:30:00,"EMS","Whitney MHP (113)","Q8","8401 Nw 13th St
(29.733262, -82.376951)"
"1008","120916-0522",2016-12-09 13:27:00,"EMS","","E7","3749 Nw 58th Pl
(29.707657, -82.380274)"
"1009","120916-0486",2016-12-09 12:40:00,"FIRE","Checkers 13th St","E5","2826 Nw 13th St
(29.67851, -82.339512)"
